bulan,tahun,jenis,kode_trayek,trayek,jumlah_penumpang
Juli,2019,ANGKUTAN UMUM INTEGRASI RUSUN,10B,RUSUN CIPINANG BESAR SELATAN - PENAS KALIMALANG,10771
Juli,2019,ANGKUTAN UMUM INTEGRASI RUSUN,11B,RUSUN RAWA BEBEK - PENGGILINGAN,7664
Juli,2019,ANGKUTAN UMUM INTEGRASI RUSUN,11C,RUSUN PINUS ELOK - RUSUN PULO GEBANG,30112
Juli,2019,ANGKUTAN UMUM INTEGRASI RUSUN,11K,RUSUN KOMARUDIN - PENGGILINGAN,8068
Juli,2019,ANGKUTAN UMUM INTEGRASI RUSUN,11M,RUSUN RAWA BEBEK - BUKIT DURI,38165
Juli,2019,ANGKUTAN UMUM INTEGRASI RUSUN,11N,RUSUN CIPINANG MUARA - JATINEGARA,3431
Juli,2019,ANGKUTAN UMUM INTEGRASI RUSUN,11P,RUSUN PONDOK BAMBU - WALIKOTA JAKARTA TIMUR,3304
Juli,2019,ANGKUTAN UMUM INTEGRASI RUSUN,11R,RUSUN CAKUNG KM 2 - BUKIT DURI,8406
Juli,2019,ANGKUTAN UMUM INTEGRASI RUSUN,12C,RUSUN WADUK PLUIT- PENJARINGAN,9943
Juli,2019,ANGKUTAN UMUM INTEGRASI RUSUN,12D,RUSUN SUKAPURA - SUNTER (VIA KELAPA GADING),803
Juli,2019,ANGKUTAN UMUM INTEGRASI RUSUN,12F,RUSUN MARUNDA - RUSUN WADUK PLUIT,30363
Juli,2019,ANGKUTAN UMUM INTEGRASI RUSUN,12H,RUSUN PENJARINGAN - PENJARINGAN,6028
Agustus,2019,BRT,1,KORIDOR 1 (BLOK M - KOTA),2436733
Agustus,2019,BRT,2,KORIDOR 2 (PULOGADUNG 1 - HARMONI),889636
Agustus,2019,BRT,3,KORIDOR 3 (KALIDERES - PASAR BARU),1044886
Agustus,2019,BRT,4,KORIDOR 4 (PULOGADUNG 2 - DUKUH ATAS 2),765042
Agustus,2019,BRT,5,KORIDOR 5 (KAMPUNG MELAYU - ANCOL),1049104
Agustus,2019,BRT,6,KORIDOR 6 (RAGUNAN - DUKUH ATAS 2),1025476
Agustus,2019,BRT,7,KORIDOR 7 (KAMPUNG RAMBUTAN - KAMPUNG MELAYU),999683
Agustus,2019,BRT,8,KORIDOR 8 (LEBAK BULUS - HARMONI),1074045
Agustus,2019,BRT,9,KORIDOR 9 (PINANG RANTI - PLUIT),1506442
Agustus,2019,BRT,10,KORIDOR 10 (PGC 2 - PLUIT),821742
Agustus,2019,BRT,11,KORIDOR 11 (PULOGEBANG - KAMPUNG MELAYU),329618
Agustus,2019,BRT,12,KORIDOR 12 (PENJARINGAN - TANJUNG PRIOK),252597
Agustus,2019,BRT,13,KORIDOR 13 (CBD CILEDUG - BLOK M),754331
Agustus,2019,ANGKUTAN UMUM INTEGRASI,1A,PIK - BALAIKOTA,113005
Agustus,2019,ANGKUTAN UMUM INTEGRASI,1B,STASIUN PALMERAH - TOSARI,61875
Agustus,2019,ANGKUTAN UMUM INTEGRASI,1F,STASIUN PALMERAH - BUNDARAN SENAYAN,37216
Agustus,2019,ANGKUTAN UMUM INTEGRASI,1C,PESANGGRAHAN - BLOK M,57572
Agustus,2019,ANGKUTAN UMUM INTEGRASI,1E,PONDOK LABU - BLOK M,164186
Agustus,2019,ANGKUTAN UMUM INTEGRASI,1H,STASIUN TANAH ABANG - STASIUN GONDANGDIA,66926
Agustus,2019,ANGKUTAN UMUM INTEGRASI,1M ,BLOK M - MERUYA,41257
Agustus,2019,ANGKUTAN UMUM INTEGRASI,1N,TANAH ABANG - BLOK M,35025
Agustus,2019,ANGKUTAN UMUM INTEGRASI,1P,SENEN - BUNDERAN SENAYAN,35003
Agustus,2019,ANGKUTAN UMUM INTEGRASI,1Q,REMPOA - BLOK M,65226
Agustus,2019,ANGKUTAN UMUM INTEGRASI,1R,STASIUN PASAR SENEN - STASIUN TANAH ABANG,47665
Agustus,2019,ANGKUTAN UMUM INTEGRASI,2K,HARAPAN INDAH - JAKARTA GARDEN CITY,2755
Agustus,2019,ANGKUTAN UMUM INTEGRASI,3D,PENJARINGAN - RAWA BUAYA,37434
Agustus,2019,ANGKUTAN UMUM INTEGRASI,3E,SENTRALAND CENGKARENG - PURI KEMBANGAN,44635
Agustus,2019,ANGKUTAN UMUM INTEGRASI,4A,TU GAS - GROGOL 2,25174
Agustus,2019,ANGKUTAN UMUM INTEGRASI,4B,STASIUN MANGGARAI - UI,211915
Agustus,2019,ANGKUTAN UMUM INTEGRASI,4C,TU GAS - BUNDERAN SENAYAN,16555
Agustus,2019,ANGKUTAN UMUM INTEGRASI,4F,PONDOK GEDE - PULOGADUNG 2,130694
Agustus,2019,ANGKUTAN UMUM INTEGRASI,DA1,DUKUH ATAS - RATULANGI,8004
Agustus,2019,ANGKUTAN UMUM INTEGRASI,DA2,DUKUH ATAS - TANAH ABANG,8037
Agustus,2019,ANGKUTAN UMUM INTEGRASI,DA3,DUKUH ATAS - KUNINGAN,7886
Agustus,2019,ANGKUTAN UMUM INTEGRASI,DA4,DUKUH ATAS - KOTA,8517
Agustus,2019,ANGKUTAN UMUM INTEGRASI,5A,KAMPUNG MELAYU - GROGOL 1,3715
Agustus,2019,ANGKUTAN UMUM INTEGRASI,5B,STASIUN TEBET - BIDARA CINA,4388
Agustus,2019,ANGKUTAN UMUM INTEGRASI,5F,KAMPUNG MELAYU - TANAH ABANG,59768
Agustus,2019,ANGKUTAN UMUM INTEGRASI,6C,STASIUN TEBET - KARET,244073
Agustus,2019,ANGKUTAN UMUM INTEGRASI,6H,LEBAK BULUS - STASIUN SENEN,118313
Agustus,2019,ANGKUTAN UMUM INTEGRASI,6M,BLOK M - STASIUN MANGGARAI,78099
Agustus,2019,ANGKUTAN UMUM INTEGRASI,6N,RAGUNAN - BLOK M VIA KEMANG,102954
Agustus,2019,ANGKUTAN UMUM INTEGRASI,6Q,EPICENTRUM - CASABLANCA,12894
Agustus,2019,ANGKUTAN UMUM INTEGRASI,7A,KAMPUNG RAMBUTAN - LEBAK BULUS,105083
Agustus,2019,ANGKUTAN UMUM INTEGRASI,7B,KAMPUNG RAMBUTAN - BLOK M,106917
Agustus,2019,ANGKUTAN UMUM INTEGRASI,7D,CAWANG UKI - TMII,74665
Agustus,2019,ANGKUTAN UMUM INTEGRASI,7E,KAMPUNG RAMBUTAN - RAGUNAN,1497
Agustus,2019,ANGKUTAN UMUM INTEGRASI,7N,GANDARIA - KAMPUNG RAMBUTAN,6365
Agustus,2019,ANGKUTAN UMUM INTEGRASI,7P,PONDOK KELAPA - BKN,19473
Agustus,2019,ANGKUTAN UMUM INTEGRASI,8C,KEBAYORAN LAMA - TANAH ABANG,90145
Agustus,2019,ANGKUTAN UMUM INTEGRASI,8D,JOGLO - BLOK M,8986
Agustus,2019,ANGKUTAN UMUM INTEGRASI,8E,BINTARO - BLOK M,56492
Agustus,2019,ANGKUTAN UMUM INTEGRASI,8K,BATUSARI - TANAH ABANG,41846
Agustus,2019,ANGKUTAN UMUM INTEGRASI,9D,PASAR MINGGU - TANAH ABANG,142884
Agustus,2019,ANGKUTAN UMUM INTEGRASI,9E,KEBAYORAN LAMA - GROGOL 2,67608
Agustus,2019,ANGKUTAN UMUM INTEGRASI,9H,CIPEDAK - BLOK M,64297
Agustus,2019,ANGKUTAN UMUM INTEGRASI,11A,PULO GEBANG - RAWAMANGUN,1587
Agustus,2019,ANGKUTAN UMUM INTEGRASI,11D,PULO GEBANG - PULO GADUNG 2 (VIA PIK),86907
Agustus,2019,ANGKUTAN UMUM INTEGRASI,11Q,KAMPUNG MELAYU - PULOGEBANG VIA BKT,64817
Agustus,2019,ANGKUTAN UMUM INTEGRASI,11T,PULO GEBANG - STASIUN CAKUNG,815
Agustus,2019,ANGKUTAN UMUM INTEGRASI,11U,PULO GEBANG - STASIUN CAKUNG - CILINCING,966
Agustus,2019,ANGKUTAN UMUM INTEGRASI,12A,KOTA - PELABUHAN KALIADEM,13203
Agustus,2019,ANGKUTAN UMUM INTEGRASI,12B,PLUIT - STASIUN SENEN,35602
Agustus,2019,ANGKUTAN UMUM INTEGRASI,12E,HISTORY OF JAKARTA EXPLORER,8169
Agustus,2019,ANGKUTAN UMUM INTEGRASI,12K,ASEMKA EXPLORER,9042
Agustus,2019,ANGKUTAN UMUM INTEGRASI,MR1,CSW - PAKUBUWONO,2753
Agustus,2019,ANGKUTAN UMUM INTEGRASI,MR2,CSW - KRAMAT PELA,10359
Agustus,2019,ANGKUTAN UMUM INTEGRASI,MR3,CSW - WIJAYA,3991
Agustus,2019,ANGKUTAN UMUM INTEGRASI,MR5,STASIUN MRT BLOK A - RADIO DALAM,5725
Agustus,2019,ANGKUTAN UMUM INTEGRASI,MR8,CIPETE - ANTASARI,6278
Agustus,2019,ANGKUTAN UMUM INTEGRASI,MR9,SOUTH QUARTER - LEBAK BULUS,2851
Agustus,2019,TRANSJABODETABEK,B11,SUMMARECON BEKASI - TOSARI,63309
Agustus,2019,TRANSJABODETABEK,B12,SUMMARECON BEKASI - TANJUNG PRIOK,41245
Agustus,2019,TRANSJABODETABEK,B21,BEKASI TIMUR - GROGOL 2,8256
Agustus,2019,TRANSJABODETABEK,B22,BEKASI TIMUR - JUANDA,51309
Agustus,2019,TRANSJABODETABEK,D11,DEPOK - BKN,104279
Agustus,2019,TRANSJABODETABEK,D21,UI - LEBAK BULUS,126013
Agustus,2019,TRANSJABODETABEK,S11,BSD - GROGOL 2,123738
Agustus,2019,TRANSJABODETABEK,S21,CIPUTAT - TOSARI,144599
Agustus,2019,TRANSJABODETABEK,S22,CIPUTAT - KAMPUNG RAMBUTAN,97813
Agustus,2019,TRANSJABODETABEK,S41,PONDOK CABE - TANAH ABANG,55301
Agustus,2019,TRANSJABODETABEK,T11,PORIS PLAWAD - BUNDARAN SENAYAN,218529
Agustus,2019,TRANSJABODETABEK,T12,PORIS PLAWAD - JUANDA,79703
Agustus,2019,TRANSJABODETABEK,7C,CIBUBUR - BKN,171109
Agustus,2019,TRANSJABODETABEK,2B,HARAPAN INDAH - ASMI,996
Agustus,2019, ANGKUTAN EKSEKUTIF ROYAL TRANS ,B13,BEKASI BARAT - BLOK M,18703
Agustus,2019, ANGKUTAN EKSEKUTIF ROYAL TRANS ,B14,BEKASI BARAT - KUNINGAN,16099
Agustus,2019, ANGKUTAN EKSEKUTIF ROYAL TRANS ,B23,BEKASI TIMUR - TEBET,927
Agustus,2019, ANGKUTAN EKSEKUTIF ROYAL TRANS ,B24,BEKASI TIMUR - KALIDERES,3795
Agustus,2019, ANGKUTAN EKSEKUTIF ROYAL TRANS ,1K,CIBUBUR JUNCTION - BLOK M,19359
Agustus,2019, ANGKUTAN EKSEKUTIF ROYAL TRANS ,1T,CIBUBUR - KOTA,15719
Agustus,2019, ANGKUTAN EKSEKUTIF ROYAL TRANS ,6P,CIBUBUR - KUNINGAN,17175
Agustus,2019, ANGKUTAN EKSEKUTIF ROYAL TRANS ,1U,TAMAN MINI - BALAI KOTA,4954
Agustus,2019, ANGKUTAN EKSEKUTIF ROYAL TRANS ,D31,CINERE - KUNINGAN,1871
Agustus,2019, ANGKUTAN EKSEKUTIF ROYAL TRANS ,S31,BINTARO - BLOK M VIA JORR,13933
Agustus,2019, ANGKUTAN EKSEKUTIF ROYAL TRANS ,S12,BSD - BUNDERAN SENAYAN,17527
Agustus,2019, ANGKUTAN EKSEKUTIF ROYAL TRANS ,B15,JATI BENING - BLOK M,5362
Agustus,2019, ANGKUTAN EKSEKUTIF ROYAL TRANS ,B16,JATI BENING - KUNINGAN,1359
Agustus,2019, ANGKUTAN UMUM LAINNYA ,GR1,BUNDARAN SENAYAN - HARMONI (BUS GRATIS),410898
Agustus,2019, ANGKUTAN UMUM LAINNYA ,GR2,TANAH ABANG EXPLORER,211974
Agustus,2019, ANGKUTAN UMUM LAINNYA ,TJC,TRANSJAKARTA CARES,4373
Agustus,2019, ANGKUTAN UMUM LAINNYA ,G1,GRATIS GATE NON BRT,3033
Agustus,2019, ANGKUTAN UMUM LAINNYA ,,ROMBONGAN PENGUNGSI PENCARI SWAKA,0
Agustus,2019, ANGKUTAN UMUM LAINNYA ,,LEBARAN BETAWI,0
Agustus,2019, ANGKUTAN UMUM LAINNYA ,,ROMBONGAN AL IRSYAD - MONAS,0
Agustus,2019, ANGKUTAN UMUM LAINNYA ,,POLDA-GBK,0
Agustus,2019, ANGKUTAN UMUM LAINNYA ,,ROMBONGAN PKK DKI - VELDROME,0
Agustus,2019, ANGKUTAN UMUM LAINNYA ,,ROMBONGAN MASJID DKI - JIC,0
Agustus,2019, ANGKUTAN UMUM LAINNYA ,,ROMBONGAN PJK KAMPUNG KB-DKI,0
Agustus,2019, ANGKUTAN UMUM LAINNYA ,,TIKET KERTAS GRATIS PLN PADAM (NON BRT),10138
Agustus,2019, ANGKUTAN UMUM LAINNYA ,,ROMBONGAN DKI BALAIKOTA - PIK,4125
Agustus,2019, ANGKUTAN UMUM LAINNYA ,,ROMBONGAN APRESIASI LURAH/CAMAT DKI,6048
Agustus,2019, ANGKUTAN UMUM LAINNYA ,,ROMBONGAN BUDAYA DISABILITAS,345
Agustus,2019, ANGKUTAN UMUM LAINNYA ,,ROMBONGAN PAWAI OBOR 1 M 1441 H,4624
Agustus,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-1,TANJUNG PRIOK-PLUMPANG,82802
Agustus,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-2,DUREN SAWIT - KAMPUNG MELAYU,76717
Agustus,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-3,LEBAK BULUS - PONDOK LABU,67283
Agustus,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-4,GROGOL - TUBAGUS ANGKE,70301
Agustus,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-5,SEMPER - ROROTAN,104156
Agustus,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-6,KAMPUNG RAMBUTAN - PONDOK GEDE,105893
Agustus,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-7,TANAH ABANG-TAWAKAL,75979
Agustus,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-8,ROXI - BENDUNGAN HILIR,9039
Agustus,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-10,TANAH ABANG-KOTA,38193
Agustus,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-11,TANAH ABANG-KEBAYORAN LAMA,54714
Agustus,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-12,TANAH ABANG- KAMPUNG BARU KEBAYORAN,41441
Agustus,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-14,TANAH ABANG-MERUYA,114606
Agustus,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-15,BULAK TURI - TANJUNG PRIOK,169954
Agustus,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-16,PGC - CONDET,146749
Agustus,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-17,PULOGADUNG - SENEN ,44658
Agustus,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-18,KALIBATA - KUNINGAN,42372
Agustus,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-19,PINANG RANTI - SETU,223204
Agustus,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-20,LUBANG BUAYA - CAWANG UKI,150717
Agustus,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-21,DWIKORA - CILILITAN,15116
Agustus,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-22,DWIKORA - PENAS,72276
Agustus,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-24,PULOGADUNG-PASAR SENEN,96253
Agustus,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-25,PASAR REBO - KALISARI,86431
Agustus,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-26,RAWAMANGUN-KALIMALANG,80448
Agustus,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-27,PULOGEBANG - ROROTAN,81366
Agustus,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-28,PASAR REBO - TAMAN WILADATIKA,10516
Agustus,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-29,TANJUNG PRIOK - KELAPA GADING,148309
Agustus,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-30,MERUYA - CITRALAND,236986
Agustus,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-31,BLOK M - PONDOK LABU,139562
Agustus,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-32,PETUKANGAN - LEBAK BULUS,163368
Agustus,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-33,PULO GADUNG - KOTA,61398
Agustus,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-34,RAWAMANGUN - KLENDER,80218
Agustus,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-36,CILANGKAP - CILILITAN,44629
Agustus,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-37,CILILITAN - CONDET VIA KAYU MANIS,147135
Agustus,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-38,KAMPUNG RAMBUTAN - BULAK RINGIN,104364
Agustus,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-39,KALIMALANG - RAWAMANGUN,70958
Agustus,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-40,TAMAN HARAPAN BARU - PULOGEBANG,41327
Agustus,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-44,LENTENG ANGGUNG - ANDARA,81182
Agustus,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-45,LEBAK BULUS-RAGUNAN,118005
Agustus,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-47,PASAR MINGGGU-CIGANJUR,55397
Agustus,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-50,KALIDERES - PURIKEMBANGAN,101913
Agustus,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-51,TAMAN KOTA - BUDI LUHUR,19544
Agustus,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-56,GROGOL - SRENGSENG,36143
Agustus,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-58,ISLAMIC - ROROTAN,104166
Agustus,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-59,RAWAMANGUN-RAWASENGON,11978
Agustus,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-60,KELAPA GADING - RUSUN KEMAYORAN,61825
Agustus,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-61,PULOGADUNG-CEMPAKA MAS,57729
Agustus,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-72,CILANGKAP - CILILITAN,82541
Agustus,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-77,TANJUNG PRIOK-JEMBATAN ITEM,56182
Agustus,2019,ANGKUTAN WISATA,BW1,SEJARAH JAKARTA,59694
Agustus,2019,ANGKUTAN WISATA,BW2,JAKARTA MODERN,40303
Agustus,2019,ANGKUTAN WISATA,BW4,PENCAKAR LANGIT,19568
Agustus,2019,ANGKUTAN WISATA,BW3,ART N CULINARY,13063
Agustus,2019,ANGKUTAN WISATA,BW5,WISATA KALIJODO,14481
Agustus,2019,ANGKUTAN WISATA,BW6,MAKAM MBAH PRIUK,2242
Agustus,2019,ANGKUTAN WISATA,BW7,JAKARTA BELANJA,8961
Agustus,2019,ANGKUTAN UMUM INTEGRASI RUSUN,2E,RUSUN RAWA BEBEK - PAKIN,18513
Agustus,2019,ANGKUTAN UMUM INTEGRASI RUSUN,2F,RUSUN CAKUNG BARAT (ALBO) - PULO GADUNG 1,24835
Agustus,2019,ANGKUTAN UMUM INTEGRASI RUSUN,2H,RUSUN JATI RAWASARI - SENEN,4529
Agustus,2019,ANGKUTAN UMUM INTEGRASI RUSUN,3A,RUSUN PESAKIH - KALIDERES,28483
Agustus,2019,ANGKUTAN UMUM INTEGRASI RUSUN,3B,RUSUN FLAMBOYAN - KALIDERES,8282
Agustus,2019,ANGKUTAN UMUM INTEGRASI RUSUN,3C,RUSUN KAPUK MUARA - PENJARINGAN,7728
Agustus,2019,ANGKUTAN UMUM INTEGRASI RUSUN,4E,RUSUN JATINEGARA KAUM - PULO GADUNG 2,3557
Agustus,2019,ANGKUTAN UMUM INTEGRASI RUSUN,9F,RUSUN TAMBORA - PLUIT,5754
Agustus,2019,ANGKUTAN UMUM INTEGRASI RUSUN,10A,RUSUN MARUNDA - TANJUNG PRIOK,49457
Agustus,2019,ANGKUTAN UMUM INTEGRASI RUSUN,10B,RUSUN CIPINANG BESAR SELATAN - PENAS KALIMALANG,10892
Agustus,2019,ANGKUTAN UMUM INTEGRASI RUSUN,11B,RUSUN RAWA BEBEK - PENGGILINGAN,7583
Agustus,2019,ANGKUTAN UMUM INTEGRASI RUSUN,11C,RUSUN PINUS ELOK - RUSUN PULO GEBANG,32328
Agustus,2019,ANGKUTAN UMUM INTEGRASI RUSUN,11K,RUSUN KOMARUDIN - PENGGILINGAN,8449
Agustus,2019,ANGKUTAN UMUM INTEGRASI RUSUN,11M,RUSUN RAWA BEBEK - BUKIT DURI,39215
Agustus,2019,ANGKUTAN UMUM INTEGRASI RUSUN,11N,RUSUN CIPINANG MUARA - JATINEGARA,3493
Agustus,2019,ANGKUTAN UMUM INTEGRASI RUSUN,11P,RUSUN PONDOK BAMBU - WALIKOTA JAKARTA TIMUR,3544
Agustus,2019,ANGKUTAN UMUM INTEGRASI RUSUN,11R,RUSUN CAKUNG KM 2 - BUKIT DURI,8167
Agustus,2019,ANGKUTAN UMUM INTEGRASI RUSUN,12C,RUSUN WADUK PLUIT- PENJARINGAN,9473
Agustus,2019,ANGKUTAN UMUM INTEGRASI RUSUN,12D,RUSUN SUKAPURA - SUNTER (VIA KELAPA GADING),9183
Agustus,2019,ANGKUTAN UMUM INTEGRASI RUSUN,12F,RUSUN MARUNDA - RUSUN WADUK PLUIT,2773
Agustus,2019,ANGKUTAN UMUM INTEGRASI RUSUN,12H,RUSUN PENJARINGAN - PENJARINGAN,5905
Agustus,2019,LAMPIRAN LAYANAN GRATIS BRT,PNS,GRATIS PNS DKI DAN PENSIUNAN PNS,45227
Agustus,2019,LAMPIRAN LAYANAN GRATIS BRT,TKD,GRATIS TENAGA KONTRAK DKI,21994
Agustus,2019,LAMPIRAN LAYANAN GRATIS BRT,KJP,GRATIS PENERIMA KJP,375
Agustus,2019,LAMPIRAN LAYANAN GRATIS BRT,KST,GRATIS KARYAWAN SWASTA TERTENTU,6776
Agustus,2019,LAMPIRAN LAYANAN GRATIS BRT,RSN,GRATIS PENGHUNI RUMAH SUSUN,20654
Agustus,2019,LAMPIRAN LAYANAN GRATIS BRT,PAS,GRATIS KTP KEPULAUAN SERIBU,666
Agustus,2019,LAMPIRAN LAYANAN GRATIS BRT,PBS,GRATIS PENERIMA RASKIN,1896
Agustus,2019,LAMPIRAN LAYANAN GRATIS BRT,TNI,GRATIS TNI/POLRI,8
Agustus,2019,LAMPIRAN LAYANAN GRATIS BRT,VET,GRATIS VETERAN,0
Agustus,2019,LAMPIRAN LAYANAN GRATIS BRT,KPD,GRATIS PENYANDANG DISABILITAS,7965
Agustus,2019,LAMPIRAN LAYANAN GRATIS BRT,PLU,GRATIS LANSIA,376338
Agustus,2019,LAMPIRAN LAYANAN GRATIS BRT,MAR,GRATIS MARBOT,51
Agustus,2019,LAMPIRAN LAYANAN GRATIS BRT,PAUD,GRATIS PAUD,6966
Agustus,2019,LAMPIRAN LAYANAN GRATIS BRT,JMT,GRATIS JUMANTIK,7692
Agustus,2019,LAMPIRAN RINCIAN GRATIS GATE NON BRT,B11,HALTE MM BARAT,713
Agustus,2019,LAMPIRAN RINCIAN GRATIS GATE NON BRT,B12,HALTE SUMARECON BEKASI,436
Agustus,2019,LAMPIRAN RINCIAN GRATIS GATE NON BRT,B21,HALTE BULAK KAPAL,716
Agustus,2019,LAMPIRAN RINCIAN GRATIS GATE NON BRT,B22,HALTE BTC,365
Agustus,2019,LAMPIRAN RINCIAN GRATIS GATE NON BRT,6C,HALTE TEBET,803
September,2019,BRT,1,KORIDOR 1 (BLOK M - KOTA),2491625
September,2019,BRT,2,KORIDOR 2 (PULOGADUNG 1 - HARMONI),901232
September,2019,BRT,3,KORIDOR 3 (KALIDERES - PASAR BARU),1084451
September,2019,BRT,4,KORIDOR 4 (PULOGADUNG 2 - DUKUH ATAS 2),855969
September,2019,BRT,5,KORIDOR 5 (KAMPUNG MELAYU - ANCOL),1087309
September,2019,BRT,6,KORIDOR 6 (RAGUNAN - DUKUH ATAS 2),1063009
September,2019,BRT,7,KORIDOR 7 (KAMPUNG RAMBUTAN - KAMPUNG MELAYU),1041480
September,2019,BRT,8,KORIDOR 8 (LEBAK BULUS - HARMONI),1107208
September,2019,BRT,9,KORIDOR 9 (PINANG RANTI - PLUIT),1505715
September,2019,BRT,10,KORIDOR 10 (PGC 2 - PLUIT),851844
September,2019,BRT,11,KORIDOR 11 (PULOGEBANG - KAMPUNG MELAYU),335932
September,2019,BRT,12,KORIDOR 12 (PENJARINGAN - TANJUNG PRIOK),264535
September,2019,BRT,13,KORIDOR 13 (CBD CILEDUG - BLOK M),783995
September,2019,ANGKUTAN UMUM INTEGRASI,1A,PIK - BALAIKOTA,115482
September,2019,ANGKUTAN UMUM INTEGRASI,1B,STASIUN PALMERAH - TOSARI,5738
September,2019,ANGKUTAN UMUM INTEGRASI,1F,STASIUN PALMERAH - BUNDARAN SENAYAN,32468
September,2019,ANGKUTAN UMUM INTEGRASI,1C,PESANGGRAHAN - BLOK M,60265
September,2019,ANGKUTAN UMUM INTEGRASI,1E,PONDOK LABU - BLOK M,176328
September,2019,ANGKUTAN UMUM INTEGRASI,1H,STASIUN TANAH ABANG - STASIUN GONDANGDIA,65728
September,2019,ANGKUTAN UMUM INTEGRASI,1M ,BLOK M - MERUYA,46245
September,2019,ANGKUTAN UMUM INTEGRASI,1N,TANAH ABANG - BLOK M,36016
September,2019,ANGKUTAN UMUM INTEGRASI,1P,SENEN - BUNDERAN SENAYAN,334
September,2019,ANGKUTAN UMUM INTEGRASI,1Q,REMPOA - BLOK M,69975
September,2019,ANGKUTAN UMUM INTEGRASI,1R,STASIUN PASAR SENEN - STASIUN TANAH ABANG,46481
September,2019,ANGKUTAN UMUM INTEGRASI,2K,JGC - HARAPAN INDAH,2591
September,2019,ANGKUTAN UMUM INTEGRASI,3D,PENJARINGAN - RAWA BUAYA,38584
September,2019,ANGKUTAN UMUM INTEGRASI,3E,SENTRALAND CENGKARENG - PURI KEMBANGAN,49745
September,2019,ANGKUTAN UMUM INTEGRASI,4A,TU GAS - GROGOL 2,23401
September,2019,ANGKUTAN UMUM INTEGRASI,4B,STASIUN MANGGARAI - UI,215939
September,2019,ANGKUTAN UMUM INTEGRASI,4C,TU GAS - BUNDERAN SENAYAN,16531
September,2019,ANGKUTAN UMUM INTEGRASI,4F,PONDOK GEDE - PULOGADUNG 2,137865
September,2019,ANGKUTAN UMUM INTEGRASI,DA1,DUKUH ATAS - SAM RATULANGI,6906
September,2019,ANGKUTAN UMUM INTEGRASI,DA2,DUKUH ATAS - TANAH ABANG,8244
September,2019,ANGKUTAN UMUM INTEGRASI,DA3,DUKUH ATAS - KUNINGAN,7848
September,2019,ANGKUTAN UMUM INTEGRASI,DA4,DUKUH ATAS - KOTA,8071
September,2019,ANGKUTAN UMUM INTEGRASI,5A,KAMPUNG MELAYU - GROGOL 1,38143
September,2019,ANGKUTAN UMUM INTEGRASI,5B,STASIUN TEBET - BIDARA CINA,43094
September,2019,ANGKUTAN UMUM INTEGRASI,5F,KAMPUNG MELAYU - TANAH ABANG,56973
